Time,layout.dim,layout.data_offset,data_0,data_1,data_2,data_3,data_4,data_5,data_6,data_7,data_8,data_9
1686746875.1345398,[],0,0.00639591509012998,0.016838550178540197,0.02472060917292854,0.10787183761539701,0.27032470703125,0.69232177734375,0.59918212890625,-8.824427604675293,14.885496139526367,-3.85496187210083
1686746875.1349857,[],0,0.00626237397323427,0.017684014844187093,0.024759896612246098,0.10484506368648318,0.270751953125,0.68975830078125,0.599609375,-8.793892860412598,14.900763511657715,-3.824427366256714
1686746875.1888077,[],0,0.006669763678930672,0.018622190593712777,0.025084337609055957,0.10947181019573729,0.269287109375,0.68743896484375,0.6021728515625,-8.236640930175781,14.923664093017578,-4.083969593048096
1686746875.1897063,[],0,0.007019631046909019,0.017521563496867298,0.025286809849751284,0.10721467980169434,0.266845703125,0.68682861328125,0.5994873046875,-8.4503812789917,14.702290534973145,-3.992366313934326
1686746875.242722,[],0,0.007448044100272271,0.01928952219900493,0.024536436038973538,0.11098846226028494,0.2681884765625,0.69091796875,0.599365234375,-7.984732627868652,15.0,-4.160305500030518
1686746875.296523,[],0,0.005275915773266768,0.018852242121616933,0.02435202693501954,0.1055644963226362,0.26922607421875,0.68878173828125,0.60205078125,-7.755725383758545,14.885496139526367,-4.335877895355225
1686746875.2968524,[],0,0.0055007451190940216,0.01982895657976299,0.02413296202782949,0.11058959671035046,0.26715087890625,0.68878173828125,0.6009521484375,-8.007633209228516,14.877862930297852,-4.0916032791137695
1686746875.3503623,[],0,0.0046937803004564035,0.01636508579145765,0.024433453719926026,0.11063302408833228,0.26483154296875,0.690185546875,0.602294921875,-7.41984748840332,14.969465255737305,-4.2366414070129395
1686746875.3508842,[],0,0.004152360895563677,0.015841980908395954,0.02410025202456986,0.10965027068749782,0.2684326171875,0.6881103515625,0.6021728515625,-7.5190839767456055,14.954198837280273,-4.328244209289551
1686746875.4044034,[],0,0.004821102396575747,0.01822613996603389,0.02454848944875159,0.11119679670730458,0.26873779296875,0.69073486328125,0.603271484375,-7.2366414070129395,15.137404441833496,-4.534351348876953
1686746875.404936,[],0,0.004612037790627144,0.016833529989555517,0.02518577719331466,0.10989588567157517,0.264892578125,0.690185546875,0.60101318359375,-7.29007625579834,14.977099418640137,-4.358778476715088
1686746875.4583328,[],0,0.0029313609698985695,0.01833479268771009,0.02437053063864202,0.11638393306734708,0.26458740234375,0.69061279296875,0.59918212890625,-7.267175674438477,14.832060813903809,-4.2366414070129395
1686746875.4587286,[],0,0.00389685067303526,0.0186758210425223,0.02483261305842389,0.1143564650828943,0.26556396484375,0.69024658203125,0.60382080078125,-7.106870174407959,14.916030883789062,-4.511450290679932
1686746875.5120397,[],0,0.005743780421300233,0.01965628561220983,0.024203488048695366,0.11763082693352067,0.2666015625,0.68994140625,0.6021728515625,-7.877862453460693,14.503816604614258,-4.41984748840332
1686746875.5125766,[],0,0.0039040737574042297,0.01926906360909803,0.023927202180541795,0.1159129962066668,0.265869140625,0.692626953125,0.59844970703125,-7.5877861976623535,14.770992279052734,-4.465648651123047
1686746875.5662937,[],0,0.008373978272125162,0.02058600972309264,0.024345084420309884,0.12190119730602038,0.26763916015625,0.68536376953125,0.6083984375,-6.6259541511535645,14.748091697692871,-5.4122138023376465
1686746875.5667796,[],0,0.008014691401507382,0.0207366851394285,0.0242738091615226,0.12010302272544189,0.2672119140625,0.6864013671875,0.60125732421875,-7.679389476776123,14.343511581420898,-5.106870174407959
1686746875.621069,[],0,0.008461000367584598,0.01957225791912425,0.025359681850148336,0.12362891369528187,0.26763916015625,0.69158935546875,0.600830078125,-6.061068534851074,15.351144790649414,-5.099236488342285
1686746875.6742694,[],0,0.005768253392899531,0.020294493386131037,0.024830911203707954,0.13904686225293203,0.2607421875,0.7003173828125,0.59429931640625,-6.488549709320068,14.786259651184082,-4.106870174407959
1686746875.6747835,[],0,0.00617630470504967,0.019858062018135725,0.0250010866738156,0.13643128682424546,0.2630615234375,0.69622802734375,0.60028076171875,-6.5877861976623535,15.022900581359863,-3.992366313934326
1686746875.7307265,[],0,0.00575847668520616,0.02163172354298532,0.026327729953458792,0.15513728845616048,0.26202392578125,0.695556640625,0.59912109375,-8.496183395385742,15.152671813964844,-3.786259651184082
1686746875.7312403,[],0,0.004870521077714687,0.021947852747482052,0.025158356023715498,0.1559366423021989,0.26190185546875,0.699951171875,0.599365234375,-7.496183395385742,15.0,-3.893129825592041
1686746875.7819848,[],0,0.009611476086025755,0.01831942017499837,0.026959535212131673,0.15783113221640008,0.2593994140625,0.68878173828125,0.59820556640625,-7.885496139526367,14.725191116333008,-4.267175674438477
1686746875.7826402,[],0,0.009210320842390077,0.020647503466727654,0.026771296193213428,0.1542141790333927,0.26104736328125,0.694091796875,0.59674072265625,-8.541984558105469,15.282443046569824,-3.8702290058135986
1686746875.8368902,[],0,0.00808643223772976,0.02186425627432933,0.024467445501637857,0.14274430771534383,0.265625,0.68817138671875,0.6051025390625,-5.56488561630249,14.603053092956543,-4.618320465087891
1686746875.8369944,[],0,0.009871761683244601,0.021775811145863987,0.025430129398675373,0.14223131082976342,0.26434326171875,0.68145751953125,0.6058349609375,-6.343511581420898,13.755724906921387,-5.015267372131348
1686746875.8904846,[],0,0.006028569007606551,0.033171358839677575,0.029611479558369225,0.2891527038996689,0.2657470703125,0.7093505859375,0.5941162109375,-6.839694499969482,15.099236488342285,-3.7404580116271973
1686746875.8914042,[],0,0.005819311636742408,0.02671440765125899,0.0224905456345736,0.18257546081665232,0.2655029296875,0.6910400390625,0.60101318359375,-5.29007625579834,15.038167953491211,-4.328244209289551
1686746875.9449055,[],0,0.005582091420812536,0.04318588417825734,0.03682904577301955,0.46320484971063436,0.25787353515625,0.688720703125,0.60052490234375,-7.740458011627197,15.32824420928955,-3.534351110458374
1686746875.9453897,[],0,0.006618881076811897,0.03846678362941792,0.035846326527788776,0.4476489219753507,0.2611083984375,0.69647216796875,0.59271240234375,-7.442748069763184,14.938931465148926,-3.816793918609619
1686746875.9986339,[],0,0.004028381780727854,0.030435376706130272,0.036791542812453996,0.36593975515871663,0.26312255859375,0.693115234375,0.59222412109375,-8.274808883666992,16.076335906982422,-2.0839693546295166
1686746875.9989753,[],0,0.005743780421300233,0.0390876160455053,0.038503386598561756,0.47594835405064756,0.26007080078125,0.7054443359375,0.595947265625,-8.16030502319336,15.587786674499512,-3.3129770755767822
1686746876.0518675,[],0,0.013757495554418733,0.02865359105425035,0.032909154139246326,0.29007272436709775,0.2591552734375,0.67578125,0.60662841796875,-10.641221046447754,12.4503812789917,-4.9083967208862305
1686746876.0528734,[],0,0.005967506742380192,0.029013167336588343,0.03168662930344404,0.27623681407222356,0.24188232421875,0.689697265625,0.60406494140625,-10.503816604614258,14.770992279052734,-2.9770991802215576
1686746876.106239,[],0,0.01764254420119692,0.03126009048667839,0.030110581937558417,0.3520057108873884,0.274169921875,0.670166015625,0.60321044921875,-1.4198473691940308,13.687023162841797,-4.526717662811279
1686746876.1067395,[],0,0.015397366295777268,0.030385812559558065,0.02954909491799121,0.3089814580992879,0.275146484375,0.6661376953125,0.61773681640625,-6.6946563720703125,13.297709465026855,-5.70992374420166
1686746876.1601737,[],0,0.011273422794676238,0.04254506464119861,0.026375306523789614,0.3712820655028664,0.2734375,0.71759033203125,0.59033203125,-3.992366313934326,15.38167953491211,-0.9923664331436157
1686746876.1608622,[],0,0.016724389200017415,0.042074618914760206,0.029184537876279427,0.37467627722548,0.27337646484375,0.6937255859375,0.6015625,-0.9541984796524048,14.351144790649414,-1.6793893575668335
1686746876.214809,[],0,0.007808147514808459,0.05317113193419466,0.02672231607987082,0.3303133182867898,0.27130126953125,0.7149658203125,0.58868408203125,-6.404580116271973,16.244274139404297,-0.10687022656202316
1686746876.2687564,[],0,0.005908197908744288,0.04748650517798982,0.03132131598826713,0.20071028739865127,0.25567626953125,0.68072509765625,0.59771728515625,-9.473282814025879,15.80152702331543,-3.465648889541626
1686746876.268909,[],0,0.005482789736222532,0.04771968972797453,0.030533340943756225,0.21728575324289498,0.256103515625,0.69146728515625,0.5941162109375,-10.51145076751709,16.305343627929688,-1.770992398262024
1686746876.3222308,[],0,0.0074461525334861434,0.035191545796294,0.02971547894873868,0.12099508897675579,0.263427734375,0.68865966796875,0.603515625,-7.14503812789917,13.274808883666992,-4.809160232543945
1686746876.3227453,[],0,0.006457289224944983,0.03581723462706359,0.03253981678973738,0.18605541336388942,0.2596435546875,0.68328857421875,0.6011962890625,-7.778625965118408,14.816793441772461,-4.442748069763184
1686746876.376976,[],0,0.00936201617097598,0.027486818668194152,0.03039276567572412,0.12506931146869474,0.26849365234375,0.69598388671875,0.6009521484375,-8.77862548828125,13.137404441833496,-4.793893337249756
1686746876.377472,[],0,0.007612661641866741,0.03254111548199677,0.03054026047208075,0.09618127657783225,0.26666259765625,0.6934814453125,0.60504150390625,-7.5877861976623535,12.687023162841797,-4.755725383758545
1686746876.430488,[],0,0.007370091779998524,0.0319438758328333,0.029391355857550133,0.12362219085901849,0.26995849609375,0.6964111328125,0.59576416015625,-9.48854923248291,15.641221046447754,-3.2748091220855713
1686746876.4308844,[],0,0.008319973818285253,0.03138331977299011,0.02874586706683267,0.12708581986497985,0.272216796875,0.69659423828125,0.60028076171875,-9.244275093078613,14.374045372009277,-4.29007625579834
1686746876.4842145,[],0,0.010023284345474618,0.03545633951295461,0.02923083807124259,0.14438537654215988,0.26568603515625,0.6923828125,0.59515380859375,-9.534351348876953,16.145038604736328,-1.7480915784835815
1686746876.4869547,[],0,0.007564397511661324,0.03252162965270986,0.028787979836081702,0.1408965160200264,0.26910400390625,0.69183349609375,0.59185791015625,-9.648855209350586,16.175573348999023,-2.641221284866333
1686746876.5389311,[],0,0.010214009028753206,0.030815767559767882,0.030000909595982724,0.14518804097584617,0.26727294921875,0.68646240234375,0.61328125,-8.946564674377441,16.67938995361328,-0.9618320465087891
1686746876.539508,[],0,0.01002468964297125,0.030846836455273998,0.030304574993956907,0.13717083199807067,0.2694091796875,0.68853759765625,0.60296630859375,-9.122137069702148,16.54198455810547,-1.4351145029067993
1686746876.5920682,[],0,0.003856881917260598,0.026608737336182332,0.02858862353757684,0.1361625692641242,0.26361083984375,0.68597412109375,0.60443115234375,-7.137404441833496,16.908397674560547,-1.3740458488464355
1686746876.5926855,[],0,0.006591155659625861,0.030576216776767882,0.03087878648902052,0.15911081075000102,0.26416015625,0.6866455078125,0.5997314453125,-7.244274616241455,17.030534744262695,-0.9541984796524048
1686746876.6469624,[],0,0.005884306998475293,0.025078159546522854,0.030928927001707518,0.11489289732653016,0.26251220703125,0.680419921875,0.6009521484375,-5.816793918609619,15.083969116210938,-3.0
1686746876.6473818,[],0,0.005612292316176252,0.027584019655469052,0.029267440446497053,0.12550971178507161,0.26025390625,0.6834716796875,0.6064453125,-7.213740348815918,16.35877799987793,-1.839694619178772
1686746876.699956,[],0,0.0061305197541846775,0.02753801985009157,0.031116913402321474,0.08442349627690623,0.2703857421875,0.6845703125,0.60552978515625,-5.679389476776123,14.694656372070312,-4.129770755767822
1686746876.7006135,[],0,0.006026231899936786,0.02581115311296105,0.03126459644569087,0.09644366742156181,0.26788330078125,0.68121337890625,0.60675048828125,-5.832061290740967,15.244275093078613,-3.8702290058135986
1686746876.7551007,[],0,0.005477648816445805,0.024683542067192785,0.027861962825014793,0.09826465701208718,0.26611328125,0.69232177734375,0.60498046875,-6.702290058135986,14.236640930175781,-4.312977313995361
1686746876.7556527,[],0,0.005659780828594217,0.02639399291679655,0.030129289392960452,0.08208445704946582,0.26934814453125,0.69219970703125,0.60284423828125,-5.969465732574463,14.366412162780762,-4.343511581420898
1686746876.8100693,[],0,0.005667242639123384,0.019930286265312208,0.028015240070909483,0.10506129008688485,0.269287109375,0.6875,0.6046142578125,-7.160305500030518,13.877862930297852,-4.656488418579102
1686746876.8106596,[],0,0.006135113625008552,0.0212155066334111,0.028223638978286114,0.10394829088524869,0.2686767578125,0.68896484375,0.60406494140625,-7.022900581359863,13.969465255737305,-4.503816604614258
1686746876.86271,[],0,0.005181623237804668,0.018832804503125567,0.028887629706242465,0.07393773349125862,0.26470947265625,0.6871337890625,0.60284423828125,-7.43511438369751,13.717556953430176,-4.595419883728027
1686746876.863257,[],0,0.004687774181169096,0.018766115627144035,0.028114121534549473,0.10471613590960185,0.26666259765625,0.6881103515625,0.60601806640625,-6.931297779083252,13.969465255737305,-4.671755790710449
1686746876.9170957,[],0,0.004702775096889933,0.01918187117098078,0.028090060662302078,0.04143055150444183,0.26641845703125,0.6905517578125,0.603515625,-6.8015265464782715,13.58015251159668,-4.4809160232543945
1686746876.971022,[],0,0.004101158432946571,0.021409826991452115,0.02771444609718694,0.07348979561839077,0.26873779296875,0.6915283203125,0.5977783203125,-6.14503812789917,14.190839767456055,-4.190839767456055
1686746876.9714088,[],0,0.00458139268188046,0.019271256639732694,0.028277989572305328,0.060197065722548716,0.2681884765625,0.6907958984375,0.59771728515625,-6.328244209289551,14.610687255859375,-4.297709941864014
1686746877.0244875,[],0,0.0038532278359880664,0.022469866973529387,0.02672231607987082,0.0646542116152976,0.26800537109375,0.6895751953125,0.59771728515625,-7.015267372131348,14.526717185974121,-3.671755790710449
1686746877.0250704,[],0,0.0032373589187738613,0.021652552071412222,0.027783993122715393,0.07524159331206857,0.27020263671875,0.6934814453125,0.59796142578125,-6.633587837219238,14.541984558105469,-3.7938930988311768
1686746877.0790176,[],0,0.004142171037515335,0.024207561779265356,0.028199671550020275,0.09097754018192912,0.27117919921875,0.69219970703125,0.5963134765625,-6.977099418640137,14.404580116271973,-3.923664093017578
1686746877.0795543,[],0,0.003540783614969388,0.02203049261031407,0.027745941527883098,0.07988477753424687,0.2689208984375,0.69305419921875,0.59686279296875,-6.961832046508789,14.526717185974121,-3.7022900581359863
1686746877.134312,[],0,0.004565992999041424,0.024339297478674894,0.028659981404107304,0.12871727819480794,0.27001953125,0.69287109375,0.59783935546875,-6.961832046508789,14.022900581359863,-4.56488561630249
1686746877.1348839,[],0,0.004325172380986539,0.023114492083451232,0.028237610583600543,0.11658020952088947,0.26947021484375,0.693603515625,0.595947265625,-6.679389476776123,14.167939186096191,-4.358778476715088
1686746877.186091,[],0,0.0037419465156891354,0.02412362083838419,0.028136159258797082,0.14811884767442782,0.26702880859375,0.69171142578125,0.5975341796875,-6.610687255859375,14.038167953491211,-4.85496187210083
1686746877.1866379,[],0,0.003954265930671769,0.027283634660233164,0.028370990712408152,0.15042195343135997,0.26806640625,0.69390869140625,0.595947265625,-6.885496139526367,13.824427604675293,-4.740458011627197
1686746877.2414043,[],0,0.003719290728126401,0.03412214479224783,0.029824311621802577,0.1322482666876446,0.26763916015625,0.69384765625,0.5977783203125,-6.511450290679932,14.625954627990723,-4.862595558166504
1686746877.2941988,[],0,0.0045505412017696045,0.033681701196719684,0.028679635088161716,0.13795226754078746,0.26605224609375,0.69287109375,0.59747314453125,-7.129770755767822,14.4503812789917,-4.122137546539307
1686746877.2948358,[],0,0.004510118784404926,0.03564929791324928,0.027878136957615707,0.1435386805320163,0.26611328125,0.69549560546875,0.5972900390625,-7.259541988372803,14.343511581420898,-4.267175674438477
1686746877.3488984,[],0,0.00392924998910249,0.025090514150358546,0.027009649796866757,0.05837438495004843,0.265380859375,0.69366455078125,0.59832763671875,-6.832061290740967,14.977099418640137,-3.8473281860351562
1686746877.3495126,[],0,0.004593675258028354,0.028773296335541595,0.0266558123557987,0.12187276667162898,0.26605224609375,0.6922607421875,0.59637451171875,-6.885496139526367,14.625954627990723,-3.8473281860351562
1686746877.40215,[],0,0.005741327386628756,0.023016164582373627,0.029086873857205243,0.03852094366972224,0.2677001953125,0.69464111328125,0.59722900390625,-7.221374034881592,14.435114860534668,-3.969465732574463
1686746877.402685,[],0,0.00463032750333321,0.024252908484845945,0.027677825781705988,0.05214792555672512,0.265380859375,0.6942138671875,0.59808349609375,-7.14503812789917,14.694656372070312,-3.8778626918792725
1686746877.4576719,[],0,0.005726587112277462,0.02351986551778705,0.02937409671648543,0.01767923473466763,0.2708740234375,0.69775390625,0.59552001953125,-7.015267372131348,14.541984558105469,-4.038167953491211
1686746877.4594352,[],0,0.005841057116177873,0.02261608918093925,0.0292659964837399,0.021168976970468243,0.267578125,0.69390869140625,0.59466552734375,-7.015267372131348,14.274808883666992,-4.045801639556885
1686746877.5103679,[],0,0.0031847154279562528,0.026712298341531958,0.028366521705958644,0.015972158406044636,0.2696533203125,0.697265625,0.5999755859375,-8.625954627990723,14.259541511535645,-4.41984748840332
1686746877.5107746,[],0,0.004334932090382072,0.025659532384268276,0.029372178408126396,0.01957945386698278,0.26885986328125,0.697509765625,0.59576416015625,-7.396946430206299,14.557251930236816,-4.351145267486572
1686746877.5672748,[],0,0.0036697233875002656,0.024419613016179488,0.02804790446946965,0.027530345743363993,0.26727294921875,0.69891357421875,0.58905029296875,-8.587786674499512,15.007633209228516,-4.190839767456055
1686746877.5677648,[],0,0.0036311342668898035,0.02542569751830036,0.028862749492977936,0.019594556755643533,0.266357421875,0.6982421875,0.57354736328125,-8.16030502319336,14.732824325561523,-4.488549709320068
1686746877.6181655,[],0,0.005936740093754523,0.021998498500356286,0.028637854887179372,0.03951450631100084,0.26263427734375,0.69854736328125,0.58697509765625,-7.679389476776123,14.229007720947266,-4.2366414070129395
1686746877.6191273,[],0,0.003568523809875064,0.02376771328758253,0.028684546405106388,0.03388019360202295,0.266845703125,0.69659423828125,0.59368896484375,-8.916030883789062,14.595419883728027,-4.14503812789917
1686746877.672388,[],0,0.006304968022611502,0.019933113256286047,0.02879189417151839,0.033288782947294156,0.2674560546875,0.69842529296875,0.59747314453125,-8.244275093078613,15.099236488342285,-4.160305500030518
1686746877.6729329,[],0,0.006019215132294259,0.02089706196351202,0.028228629631160216,0.03448801582878979,0.26544189453125,0.6956787109375,0.59716796875,-7.938931465148926,14.725191116333008,-4.381679534912109
1686746877.726778,[],0,0.003760722080208879,0.01865015809884542,0.029077186305277197,0.03763492906415248,0.26251220703125,0.69512939453125,0.59783935546875,-8.122137069702148,15.229007720947266,-3.9770991802215576
1686746877.7272594,[],0,0.006496437851041425,0.017903307064641324,0.02882905385068961,0.03977424971964266,0.2655029296875,0.694091796875,0.59368896484375,-8.442748069763184,15.076335906982422,-4.1984734535217285
1686746877.7803454,[],0,0.004135363849616361,0.020809921534664988,0.0285240019038358,0.048150795612213804,0.263671875,0.69024658203125,0.60369873046875,-8.061068534851074,14.442748069763184,-3.9847328662872314
1686746877.780804,[],0,0.0041726659599058994,0.019777028674779613,0.0290519835521356,0.04105312444503532,0.2628173828125,0.6923828125,0.59918212890625,-8.015267372131348,14.969465255737305,-4.152671813964844
1686746877.834795,[],0,0.005189772584760612,0.02176675271860998,0.027987571188109104,0.06916407151266157,0.26446533203125,0.6873779296875,0.60601806640625,-7.931297779083252,14.19847297668457,-3.85496187210083
1686746877.835369,[],0,0.005211441875604189,0.02111233880282433,0.02842555512995279,0.05652907263787826,0.26483154296875,0.68804931640625,0.60748291015625,-7.793893337249756,14.274808883666992,-3.923664093017578
1686746877.88822,[],0,0.004847327988407115,0.020949575685063993,0.027282602030190586,0.09009455564068507,0.2677001953125,0.68585205078125,0.60736083984375,-7.488549709320068,14.358778953552246,-4.0916032791137695
1686746877.888762,[],0,0.0054467014003347055,0.02130892222877919,0.027780443845797115,0.08183007701921712,0.26678466796875,0.6885986328125,0.609130859375,-7.633587837219238,14.259541511535645,-4.015267372131348
1686746877.9423277,[],0,0.003189135576409552,0.021835244465883974,0.027202971803064996,0.11248955081967632,0.267822265625,0.688232421875,0.598876953125,-7.045801639556885,13.961832046508789,-4.366412162780762
1686746877.9429429,[],0,0.003730635820245999,0.02100195810065309,0.027106483145806035,0.094562007881079,0.26617431640625,0.687255859375,0.601318359375,-7.450381755828857,14.358778953552246,-4.175572395324707
1686746877.9978666,[],0,0.004456705532032327,0.019917559840488475,0.0283113459567808,0.1265690125229674,0.2701416015625,0.6942138671875,0.597900390625,-7.038167953491211,14.305343627929688,-4.175572395324707
1686746877.9982634,[],0,0.003918479982580797,0.02119823610947829,0.02721591462930856,0.12272936319998419,0.26959228515625,0.691650390625,0.59814453125,-6.770992279052734,14.389312744140625,-4.2366414070129395
1686746878.0500422,[],0,0.005855509238350088,0.01792846763156038,0.028734593889036774,0.09903475041360717,0.26885986328125,0.701416015625,0.5888671875,-7.755725383758545,14.083969116210938,-4.0
1686746878.0506463,[],0,0.005853103029397715,0.019826114737171573,0.02877623363504756,0.12219805156490421,0.27117919921875,0.69696044921875,0.59130859375,-7.488549709320068,14.022900581359863,-4.030534267425537
1686746878.104936,[],0,0.007268085329693159,0.016106531886148984,0.028724787529496178,0.08755634875163588,0.26763916015625,0.69647216796875,0.59173583984375,-7.862595558166504,13.900763511657715,-4.1984734535217285
1686746878.1055255,[],0,0.007071614214155791,0.016975193795983928,0.02934866895488686,0.08745283718275623,0.26776123046875,0.69879150390625,0.59307861328125,-7.72519063949585,14.083969116210938,-4.0
