Time,header.seq,header.stamp.secs,header.stamp.nsecs,header.frame_id,mode,mass_0,mass_1,mass_2,trials_0,trials_1,trials_2,trial_length,rate,delay,target_low,target_high
385.144191687,0,385,144191687,,TRIAL,0.0,1.0,2.0,6.0,5.0,5.0,20.0,200.0,1.0,30.0,80.0
