Time,data
1686746134.0406973,0.004446579519444167
1686746134.0411005,0.004592755204223747
1686746134.094263,0.0048108649462922605
1686746134.0946078,0.004953970182321002
1686746134.1494558,0.005085305710942433
1686746134.2026527,0.005056693434138667
1686746134.203099,0.005098032136518252
1686746134.256363,0.005056136253437935
1686746134.2571335,0.004949418468777112
1686746134.3103406,0.004989105162881524
1686746134.3108046,0.004717728314583265
1686746134.364354,0.0047254852878971885
1686746134.364815,0.004619362365581783
1686746134.4212556,0.004544655743887715
1686746134.4737756,0.004482234763740232
1686746134.5265107,0.004520725704959447
1686746134.5270617,0.004463022623129371
1686746134.5819554,0.00449447489826672
1686746134.6352434,0.004499486859565571
1686746134.6357136,0.004387580440408808
1686746134.6884892,0.004345966598843484
1686746134.6889749,0.0041152170416065125
1686746134.7425518,0.003887802946239571
1686746134.743082,0.0036493219770494813
1686746134.7965832,0.0034797864043108135
1686746134.7970965,0.0034562274067553825
1686746134.8505385,0.0034793815661494395
1686746134.8510914,0.0034533732103330626
1686746134.9050035,0.0035292273717948547
1686746134.9054523,0.003635399120950231
1686746134.9593165,0.004121715746880153
1686746135.0127075,0.004353415259756157
1686746135.0132356,0.004562289340463304
1686746135.0678284,0.00461814240983211
1686746135.1204872,0.004732336627052997
1686746135.1209512,0.0047614187964093975
1686746135.1742806,0.0048941799295962535
1686746135.174717,0.0048754353952731744
1686746135.2287605,0.004972701961094364
1686746135.2291942,0.004938876564436036
1686746135.2830553,0.005039112647144585
1686746135.2836254,0.005016418243386271
1686746135.3367095,0.00512696323620398
1686746135.3371167,0.0052977645154729976
1686746135.3908958,0.00536986422533029
1686746135.391346,0.0055390249485008005
1686746135.4470062,0.0056370862492985
1686746135.500353,0.005792866148811646
1686746135.5524936,0.005734207651824593
1686746135.5529518,0.005748683350422851
1686746135.6068783,0.005591420757790044
1686746135.6072161,0.005512001422617208
1686746135.660581,0.0054114137103212084
1686746135.6609554,0.005304673375177491
1686746135.7144067,0.005636336520447717
1686746135.714828,0.005555023816003212
1686746135.7680526,0.005856471445116643
1686746135.7688496,0.006079989778340688
1686746135.822599,0.0066792610135587675
1686746135.8229675,0.0070837550166960965
1686746135.8765366,0.007593392802292053
1686746135.8769877,0.008068644123102613
1686746135.9303436,0.008311673407649352
1686746135.9310555,0.008743479464226996
1686746135.9845421,0.008722348423735017
1686746135.9849713,0.008961326195034348
1686746136.0388863,0.009478801970699946
1686746136.0393224,0.009841320338229523
1686746136.0923495,0.01060071278638788
1686746136.0928652,0.01120360678214596
1686746136.1467907,0.011943390548407417
1686746136.2007685,0.013881751238493764
1686746136.200969,0.01519587299244951
1686746136.2544801,0.017086937302567582
1686746136.255033,0.018804958818781022
1686746136.3086913,0.021240059706028963
1686746136.309083,0.023130331857434537
1686746136.362051,0.024696265205120804
1686746136.3628557,0.0263244659387334
1686746136.416285,0.027231800004717425
1686746136.416841,0.02813771126577523
