Time,data
1686747858.9632578,0.005608274926745067
1686747858.964122,0.005729046458369912
1686747859.016488,0.005652309167477229
1686747859.017708,0.005611037190964052
1686747859.0710924,0.005699958559830981
1686747859.0712326,0.005666994070398549
1686747859.1243017,0.00594835544014639
1686747859.1253076,0.006225826790441102
1686747859.1805825,0.006350160716833969
1686747859.1805952,0.006601192904120665
1686747859.233335,0.0066994769957637555
1686747859.2874582,0.006720051414968574
1686747859.3406124,0.006816208667994559
1686747859.3416378,0.006707252304565874
1686747859.3950624,0.0068758801813106705
1686747859.3958082,0.006720051414968573
1686747859.4490628,0.006583885135645906
1686747859.4496584,0.006614410225930636
1686747859.5035107,0.00634305812310703
1686747859.50378,0.006368103752896557
1686747859.5567071,0.00636345671279159
1686747859.5578496,0.006396575791034603
1686747859.6104834,0.006345278537682375
1686747859.6115994,0.006308095154709979
1686747859.6647747,0.006136950210478522
1686747859.6655092,0.006074890476039756
1686747859.715698,0.00583212712259564
1686747859.716388,0.005635586691856947
1686747859.7726035,0.005522979735963704
1686747859.77324,0.005287650713152534
1686747859.8266654,0.0052133336532550695
1686747859.8278284,0.0050769886813708965
1686747859.881157,0.005036875775367673
1686747859.9352908,0.0054938264235920966
1686747859.9356084,0.005837679806201285
1686747859.9886844,0.006454670874134513
1686747860.0427148,0.006638856555534892
1686747860.0435238,0.006665960956306113
1686747860.0936527,0.006914288653196423
1686747860.0943162,0.007171701332136655
1686747860.149463,0.00719405840876189
1686747860.150198,0.007311563795250463
1686747860.2046287,0.007069422670163799
1686747860.2055843,0.006720889849334278
1686747860.2589667,0.006635673011344128
1686747860.3130014,0.0067091422334004
1686747860.3635776,0.006694428723527299
1686747860.3642156,0.006873626230987288
1686747860.420457,0.00674682963515828
1686747860.4209676,0.006651575495393527
1686747860.4717658,0.0066575026849685515
1686747860.4724398,0.0065347053001646
1686747860.528751,0.006488844116299832
1686747860.5293272,0.006554507482828712
1686747860.5828903,0.006427990433095448
1686747860.5837064,0.006121321669853212
1686747860.6367276,0.0059913010050993065
1686747860.6373637,0.0059089131436490016
1686747860.6908228,0.005845637487306524
1686747860.691567,0.0057351902096885255
1686747860.7444081,0.00594077248056277
1686747860.7449737,0.006005626135251916
1686747860.798808,0.006158489063226657
1686747860.799278,0.006381583106907886
1686747860.8513007,0.00636345671279159
1686747860.8521166,0.006449649397276244
1686747860.9068098,0.006458598002290102
1686747860.9073265,0.006401858943528072
1686747860.9605885,0.006605459445998442
1686747860.9612598,0.006806281542875179
1686747861.0151153,0.006793230176038107
1686747861.0687027,0.006772046062640002
1686747861.069275,0.006646914710004254
1686747861.1227994,0.006428428710151362
1686747861.1235359,0.006381803842734274
1686747861.176604,0.006300945143735842
1686747861.1775644,0.006270017322996874
1686747861.2304122,0.00630943487972343
1686747861.2314646,0.006242322068628088
1686747861.284584,0.006122932332075497
1686747861.2851226,0.006055613539874627
1686747861.3385348,0.006056311365394819
1686747861.3390474,0.006060496631167762
1686747861.3926723,0.006079526382144875
1686747861.3933573,0.006176988895887401
1686747861.4467285,0.006199979260712666
1686747861.4473908,0.006252018097335678
1686747861.5001078,0.006248186582072704
1686747861.5010264,0.006226505539616239
1686747861.5550964,0.006059101863791421
1686747861.608612,0.006018747056930412
1686747861.6092758,0.00593768913701752
1686747861.6630466,0.00592819186744338
1686747861.7168045,0.005885982518634103
1686747861.7175634,0.005844914509443726
1686747861.7706697,0.005780694714284378
1686747861.7712674,0.005679161143642519
1686747861.8249438,0.005787027055031578
1686747861.8257403,0.0058137414097903465
1686747861.8787117,0.005994826751891312
1686747861.8796368,0.006117408296067467
1686747861.9333608,0.0061706001645279555
1686747861.934069,0.006236903777203945
1686747861.9869013,0.006249539149808446
1686747862.040586,0.006211782702662047
1686747862.04085,0.006264398120452964
1686747862.095045,0.006291772317635819
1686747862.0956304,0.006228767502687045
1686747862.1487448,0.0062526940033645
1686747862.149487,0.006133506161601584
1686747862.2015374,0.006027867970449972
1686747862.2022176,0.005897458976069869
1686747862.2569377,0.005733716309751643
1686747862.257738,0.005610786132229235
1686747862.3105602,0.005659283024747123
1686747862.3114698,0.005634836763486372
1686747862.364535,0.005609279543847035
1686747862.3650885,0.0056295844677076035
1686747862.4190967,0.0055224696006708806
1686747862.4722393,0.00554817280766244
1686747862.4729903,0.005572240886433459
1686747862.5262952,0.005608777257788822
1686747862.526844,0.005722649960136364
1686747862.5808463,0.0057955404340296205
1686747862.5813968,0.0057855663607871925
1686747862.6350942,0.00578142572295562
1686747862.6883152,0.005931517641543667
1686747862.6892698,0.005921058918322492
1686747862.7431993,0.00620679167817341
1686747862.7964468,0.006315906211121274
1686747862.7968893,0.006475370497983587
1686747862.8508778,0.006467316416089422
1686747862.8517911,0.006556226585207711
1686747862.9047604,0.006523054282668768
1686747862.9052556,0.006538799794958587
1686747862.9591866,0.006402519031063315
1686747863.0126474,0.00640163889922452
1686747863.0131223,0.006252018097335679
1686747863.066364,0.006126842177516485
1686747863.0666842,0.0060288026685437375
1686747863.1202314,0.00600257610517891
1686747863.1207516,0.00597411266631262
1686747863.1747072,0.0060816113869671265
1686747863.1752467,0.006233966903035721
1686747863.2287807,0.006245706113800827
1686747863.230017,0.0063326117459638325
1686747863.282518,0.0063230393043367614
1686747863.282945,0.006367218863883337
1686747863.336783,0.006254270833364298
1686747863.3374708,0.006205883787920886
1686747863.3911793,0.005974112666312619
1686747863.4449413,0.005952853252085953
1686747863.498544,0.005811560302450486
1686747863.499495,0.005677176463818276
1686747863.5530207,0.005628333198667742
1686747863.5533988,0.005531135501899491
1686747863.6066296,0.005418697608622958
1686747863.6072037,0.005297498610159231
1686747863.6615682,0.005325875191795713
1686747863.6619055,0.005272176451133172
1686747863.7148628,0.005289781541654563
1686747863.715615,0.005184069387021164
1686747863.7684016,0.005109624233653449
1686747863.7694209,0.005039671709957327
1686747863.822842,0.005049445289430215
1686747863.8235345,0.005008549347179758
1686747863.8768342,0.00514698140751395
1686747863.877449,0.005209819805156969
1686747863.930354,0.005369339542713832
1686747863.9307995,0.0055145564690727965
1686747863.9851274,0.005712302024760508
1686747863.9857762,0.005963492432738856
1686747864.038518,0.006196115566082327
1686747864.039062,0.006372305297630236
1686747864.0928755,0.006466662942779853
1686747864.0939372,0.00656824770357148
1686747864.146667,0.006617603999060652
1686747864.147146,0.006614410225930636
1686747864.2003856,0.006649457361564261
1686747864.2027345,0.006694218296233062
1686747864.2543528,0.0065840990891803085
1686747864.2551634,0.00653276490692162
1686747864.3085265,0.006344834516931146
1686747864.309088,0.006182915378349307
1686747864.3626306,0.006147270779814051
1686747864.363226,0.0061100351459126515
1686747864.4152508,0.00613373582502299
1686747864.4162476,0.006204067608839582
1686747864.4709601,0.006278324513038281
1686747864.5250828,0.006337725954215255
1686747864.57918,0.0065070541917192
1686747864.579468,0.00656223989701902
1686747864.6300712,0.006727802945996383
1686747864.630562,0.006958358258807203
1686747864.6868365,0.0070284552251847245
