Time,data
1686747179.748401,0.004916005978176536
1686747179.7489321,0.004946856289420516
1686747179.802577,0.00483772844565731
1686747179.8032095,0.004782672600329439
1686747179.8566325,0.004701876391572897
1686747179.8572283,0.0045945951275949675
1686747179.910644,0.004610815896900407
1686747179.9111612,0.004647332960635766
1686747179.9655955,0.004720116433346477
1686747179.965612,0.004690477886583439
1686747180.018433,0.004777368013891818
1686747180.0191777,0.004833067258550029
1686747180.074037,0.004808228935956667
1686747180.0745149,0.004879190063057448
1686747180.1266186,0.004807935956707944
1686747180.1276553,0.004827234445347696
1686747180.1814935,0.004813499513073237
1686747180.1819975,0.004760235247100432
1686747180.235549,0.004704571992490202
1686747180.236169,0.00469528062982202
1686747180.2889063,0.004616311871710448
1686747180.289636,0.004531618660731049
1686747180.3437696,0.004603171712630676
1686747180.3441987,0.004557655534879455
1686747180.396511,0.004576162604253521
1686747180.397419,0.00459919171572649
1686747180.4520533,0.004539693650699129
1686747180.505295,0.004541244887255833
1686747180.506289,0.00449541506664815
1686747180.5592272,0.004705170805194528
1686747180.6134288,0.004818179630380119
1686747180.613923,0.004921161127137859
1686747180.6678832,0.004911992677391278
1686747180.6682343,0.0049411578008461046
1686747180.7205288,0.004999541157609122
1686747180.7213562,0.005052513081167959
1686747180.7744868,0.005121465150723001
1686747180.7750878,0.00525075781107976
1686747180.8288355,0.005160374706435665
1686747180.829393,0.005196011761644446
1686747180.8834014,0.005109624233653448
1686747180.8841639,0.0050040472794410295
1686747180.9363756,0.0050133283642859695
1686747180.937239,0.004948279886183539
1686747180.9909928,0.004920874871655131
1686747180.9914021,0.00489705733588257
1686747181.0444565,0.0049488492102245625
1686747181.045308,0.004974401352370639
1686747181.0991833,0.0050245551801914035
1686747181.0999625,0.005098584738778454
1686747181.1529398,0.005116236496832316
1686747181.1531742,0.005120639928736703
1686747181.2077544,0.005138215919245421
1686747181.2081366,0.0051691026191523996
1686747181.260471,0.005245658032321965
1686747181.2612975,0.005364352498335584
1686747181.3159096,0.005354101380486836
1686747181.3687592,0.005335652539185951
1686747181.369278,0.005370913436795037
1686747181.423225,0.005247269024231466
1686747181.423757,0.005353575153016845
1686747181.4769626,0.005381132527583173
1686747181.4774296,0.005381656060446947
1686747181.5307872,0.0053986432409194865
1686747181.5313957,0.0053171396864584945
1686747181.5851483,0.005269771200060825
1686747181.585552,0.005166649383927221
1686747181.64006,0.0052027849894353394
1686747181.6946511,0.005041348526410301
1686747181.6952991,0.005064209373588247
1686747181.746831,0.004953401446863952
1686747181.747515,0.0048563284554214775
1686747181.800553,0.004893604245311536
1686747181.801282,0.004925166956964471
1686747181.854605,0.004922305982597604
1686747181.8554177,0.004861836635006107
1686747181.9100327,0.00486212636633946
1686747181.963502,0.004802072617994038
1686747181.964033,0.004909410965874916
1686747182.0169585,0.0048950433290789516
1686747182.0179996,0.0049758170684115885
1686747182.0800693,0.005051676595455789
1686747182.125608,0.004965047502410604
1686747182.1261892,0.004893028493295271
1686747182.1803381,0.004831901259194448
1686747182.1808815,0.004787382853939674
1686747182.2331145,0.004842676041089406
1686747182.2340999,0.004808521897354407
1686747182.2883556,0.004773238148828816
1686747182.341576,0.004805298339636414
1686747182.3423126,0.004780905058809144
1686747182.395135,0.004782378055442305
1686747182.3957841,0.004863864391905727
1686747182.4489224,0.004880344764307329
1686747182.4495473,0.004897057335882571
1686747182.503604,0.004914286393452496
1686747182.5040345,0.004804125600548873
1686747182.5566702,0.004873701496079483
1686747182.557596,0.004844421044824291
1686747182.611031,0.0048513947831440064
1686747182.611541,0.004902232411127263
1686747182.6650147,0.004927454540439869
1686747182.665534,0.00486589130378078
1686747182.7189465,0.005009111821138203
1686747182.7197254,0.005152452265146306
1686747182.7730327,0.0052117121715964665
1686747182.7736003,0.0053711757076371405
1686747182.82702,0.0052644222632377705
1686747182.827529,0.0052641546737256534
1686747182.8816524,0.005229790179622769
1686747182.882044,0.0051203648251864605
1686747182.935652,0.005143696099897823
1686747182.9362583,0.00519953494123306
1686747182.988911,0.0052700385043903016
1686747182.9894364,0.005267899689974132
1686747183.0428944,0.005382179542385879
1686747183.043593,0.005404380653837623
1686747183.096789,0.005435309864829292
1686747183.0980384,0.0055102121851679335
1686747183.1526453,0.005526549364530061
1686747183.2048833,0.00558234377005526
1686747183.2054033,0.005570470997956977
1686747183.2591817,0.005563639011151048
1686747183.2597742,0.005427529200634032
1686747183.3142052,0.005349363469679895
1686747183.366899,0.005199805856170914
1686747183.3674393,0.005066434177374248
1686747183.4209678,0.005054185637268228
1686747183.4215686,0.004990516707728804
1686747183.4750855,0.004922592154859268
1686747183.4755216,0.004862416080408917
1686747183.5298986,0.004778842100758918
1686747183.5836143,0.004715040235175942
1686747183.58429,0.004647939147680754
1686747183.638398,0.004643694176603513
1686747183.6911843,0.0046430874353483465
1686747183.692074,0.004600110482184611
1686747183.7456667,0.004535036757371458
1686747183.7465386,0.004512304600401343
1686747183.7999578,0.004500112962241609
1686747183.8529453,0.004569693655868576
1686747183.8535492,0.0045755469079703116
