Time,header.seq,header.stamp.secs,header.stamp.nsecs,header.frame_id,value.data
28.190716627,5435,28,190716627,,30.0
28.195777203,5436,28,195777203,,30.0
28.200774038,5437,28,200774038,,30.0
28.205770943,5438,28,205770943,,30.0
28.210773118,5439,28,210773118,,30.0
28.215773409,5440,28,215773409,,30.0
28.220772027,5441,28,220772027,,30.0
28.225773381,5442,28,225773381,,30.0
28.230773813,5443,28,230773813,,30.0
28.23577196,5444,28,235771960,,30.0
28.240771971,5445,28,240771971,,30.0
28.245774677,5446,28,245774677,,30.0
28.250777413,5447,28,250777413,,30.0
28.255774097,5448,28,255774097,,30.0
28.260773297,5449,28,260773297,,30.0
28.265773839,5450,28,265773839,,30.0
28.270771194,5451,28,270771194,,30.0
28.275770645,5452,28,275770645,,30.0
28.280775514,5453,28,280775514,,30.0
28.285774704,5454,28,285774704,,30.0
28.290770747,5455,28,290770747,,30.0
28.295770437,5456,28,295770437,,30.0
28.30077136,5457,28,300771360,,30.0
28.305772643,5458,28,305772643,,30.0
28.310772835,5459,28,310772835,,30.0
28.315773427,5460,28,315773427,,30.0
28.320772676,5461,28,320772676,,30.0
28.325773619,5462,28,325773619,,30.0
28.330774611,5463,28,330774611,,30.0
28.33577349,5464,28,335773490,,30.0
28.340772018,5465,28,340772018,,30.0
28.345773973,5466,28,345773973,,30.0
28.350774074,5467,28,350774074,,30.0
28.355773344,5468,28,355773344,,30.0
28.360773535,5469,28,360773535,,30.0
28.365773445,5470,28,365773445,,30.0
28.370772655,5471,28,370772655,,30.0
28.375772956,5472,28,375772956,,30.0
28.380772376,5473,28,380772376,,30.0
28.385771726,5474,28,385771726,,30.0
28.390773881,5475,28,390773881,,30.0
28.395752411,5476,28,395752411,,30.0
28.400772079,5477,28,400772079,,30.0
28.405771989,5478,28,405771989,,30.0
28.410773313,5479,28,410773313,,30.0
28.415773284,5480,28,415773284,,30.0
28.420773686,5481,28,420773686,,30.0
28.425771733,5482,28,425771733,,30.0
28.430773266,5483,28,430773266,,30.0
28.435777976,5484,28,435777976,,30.0
28.440772697,5485,28,440772697,,30.0
28.445771906,5486,28,445771906,,30.0
28.450774071,5487,28,450774071,,30.0
28.455772329,5488,28,455772329,,30.0
28.460771358,5489,28,460771358,,30.0
28.46577178,5490,28,465771780,,30.0
28.470772201,5491,28,470772201,,30.0
28.475771701,5492,28,475771701,,30.0
28.480775519,5493,28,480775519,,30.0
28.485771633,5494,28,485771633,,30.0
28.490770191,5495,28,490770191,,30.0
28.495772386,5496,28,495772386,,30.0
28.500770764,5497,28,500770764,,30.0
28.50577384,5498,28,505773840,,30.0
28.51077326,5499,28,510773260,,30.0
28.515772529,5500,28,515772529,,30.0
28.520771649,5501,28,520771649,,30.0
28.525772962,5502,28,525772962,,30.0
28.530773514,5503,28,530773514,,30.0
28.535772443,5504,28,535772443,,30.0
